,2024-06-01,2024-06-02,2024-06-03,2024-06-04,2024-06-05,2024-06-06,2024-06-07,2024-06-08,2024-06-09,2024-06-10,2024-06-11,2024-06-12,2024-06-13,2024-06-14,2024-06-15,2024-06-16,2024-06-17,2024-06-18,2024-06-19,2024-06-20,2024-06-21,2024-06-22,2024-06-23,2024-06-24,2024-06-25,2024-06-26,2024-06-27,2024-06-28,2024-06-29,2024-06-30,2024-07-01,2024-07-02,2024-07-03,2024-07-04,2024-07-05,2024-07-06,2024-07-07,2024-07-08,2024-07-09,2024-07-10,2024-07-11,2024-07-12,2024-07-13,2024-07-14,2024-07-15,2024-07-16,2024-07-17,2024-07-18,2024-07-19,2024-07-20,2024-07-21,2024-07-22,2024-07-23,2024-07-24,2024-07-25,2024-07-26,2024-07-27,2024-07-28,2024-07-29,2024-07-30,2024-07-31,2024-08-01,2024-08-02,2024-08-03,2024-08-04,2024-08-05,2024-08-06,2024-08-07,2024-08-08,2024-08-09,2024-08-10,2024-08-11,2024-08-12,2024-08-13,2024-08-14,2024-08-15,2024-08-16,2024-08-17,2024-08-18,2024-08-19,2024-08-20,2024-08-21,2024-08-22,2024-08-23,2024-08-24,2024-08-25,2024-08-26,2024-08-27,2024-08-28,2024-08-29
Gîte Le Moulin,26,24,27,25,17,28,24,12,6,25,10,15,15,3,19,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,0,0,0,0,0,0,0,2,1,0,2,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
Auberge la Boërne,0,1,29,29,27,29,22,19,31,24,3,23,7,1,2,6,6,2,4,3,1,3,3,0,0,1,2,2,0,1,1,0,0,11,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,5,3,6,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Cabane du Combal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,4,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rifugio Maison Vieille,0,0,0,0,0,0,0,0,0,15,10,9,2,6,17,0,3,2,8,1,10,1,4,8,1,0,7,3,6,2,1,0,0,0,1,0,3,0,0,4,2,0,0,0,6,0,7,0,1,2,14,0,0,0,0,3,0,1,1,9,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,3,1,5,0,0
Gite le Randonneur du Mont Blanc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,8,0,0,0,2,5,3,5,0,0,0,0,0,5,0,0,0,0,0,5,7,0,0,1,0,4,0,26,0,0,0,0,6,9,13,0,4,4,5,3,5,7,0,0,4,0,0,0,5,4,0,0,4,6,5,0,0,0,0,2,6,4,14,0,3,5,6
Rifugio Monte Bianco CAI Uget,36,23,20,5,0,23,21,11,18,36,20,0,17,31,10,34,14,1,0,6,0,16,27,7,2,0,6,3,2,44,45,3,0,14,0,7,28,19,2,0,0,28,1,28,34,0,0,0,8,4,21,8,0,0,0,9,0,28,26,17,0,0,23,7,26,11,22,0,0,10,8,1,18,2,0,0,22,4,24,0,1,0,17,38,11,44,21,28,0,12
Rifugio G. Bertone,0,0,0,0,0,0,0,2,2,1,1,2,3,21,0,3,7,8,3,0,0,0,0,0,3,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,0,0
Hotel Funivia,0,0,0,0,0,0,0,8,0,0,12,8,0,0,0,0,0,8,4,4,4,0,4,4,4,0,0,0,4,0,2,2,2,0,0,0,0,0,0,6,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hôtel Lavachey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,0,0,0,0,1,1,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Chalet Val Ferret,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,0,0,0,0,0,2,0,0,0,0,4,0,2,0,2,0,0,2,4,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Gîte Alpage de La Peule,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0
Hotel du Col de Fenêtre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,11,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,10,26,13,13,4,7,4,20,15,22,11,1,0,0,1,0,4,0,1,5,0,4,0,0,0,5,0,1,0,10,11,9,0,0,0,7
Gîte La Léchère,0,0,0,20,0,14,2,18,16,19,5,1,20,17,0,8,8,1,0,0,1,9,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,3,1,2,7,3,0,0,7,6,25,2,15,10,0,6,21,12,17,0,0,2,0,5,0,2,7,7,2,2,15,6,4,0,3,1,6,0,14,19,0,0,0,0,14
Chalet 'Le Dolent',0,0,0,0,0,21,27,0,0,28,26,20,22,0,0,0,22,9,18,0,24,0,0,5,12,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,21,0,0,0,0,0,0,0,0
Maya-Joie,0,0,0,0,25,36,0,26,32,20,16,0,0,6,32,17,0,0,0,0,7,15,11,3,0,0,0,13,17,4,0,0,0,0,0,0,4,0,0,0,0,15,11,0,0,9,0,0,15,8,9,0,0,0,0,26,18,11,0,0,1,0,0,28,4,0,0,0,0,17,23,8,0,0,0,0,27,19,0,0,0,0,0,13,10,0,0,0,20,0
Auberge des Glaciers,0,0,49,51,45,52,51,35,37,45,44,46,31,47,48,50,36,12,5,13,32,22,29,12,0,0,7,24,33,14,7,2,4,10,0,10,13,5,2,0,4,20,28,6,0,5,1,0,12,0,15,1,5,2,11,31,6,9,4,33,21,22,23,30,28,1,17,4,20,15,6,14,4,18,9,15,13,14,26,9,14,33,13,26,19,34,1,16,12,27
Gîte de La Fouly,0,17,15,17,13,15,10,0,0,12,10,15,6,13,9,3,0,7,3,9,7,6,2,0,1,8,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,0,0,1,0,3,1,0,0,0,7,0,0,0,0,0,0,0,1,6,3,0,3,2,0,0,0,0,0,1,0,0,0,2,5,1,0,0,6,2,6
Hôtel Edelweiss,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,21,25,5,2,0,10,6,12,0,4,6,6,4,0,0,4,0,1,0,0,11,3,0,2,2,0,3,0,4,0,0,5,4,1,9,13,0,1,1,4,9,2,4,0,4,1,12,18,8,8,6,0,2,1,15,0,5,3,1,0,7,2,8,8,2,0,0,0,9,1,0,0,2,0,10
Auberge Gîte Bon Abri,30,30,27,24,30,21,31,33,36,27,38,6,30,20,42,13,0,6,9,1,0,4,4,0,0,1,2,1,7,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,3,11,0,1,1,1,0,0,1,0,19,14,0,0,10,26,0,0,2,2,0,5,10,0,0,0,0,0,0,16,11,12,11,0,21,9,27,2,23,1,2,30,21,20
Chalet La Grange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,2,1,0,0,0,0,0,0,2,3,0,1,0,1,0,0,0,0,0,2,4,0,0,0,0,2,0,1,0,0,0,1,1,0,3,0,0,0,1,0,0,0,1,1,0,0,2,0,0,1,1,0,0,0,2,4,6,2,0,0,6,0,5,1,0,0,1,0
Relais d'Arpette,0,135,123,0,132,107,110,0,119,46,70,56,98,74,66,47,27,31,18,10,11,27,14,9,11,23,4,25,19,23,9,8,12,28,15,22,0,1,30,12,16,8,7,22,26,6,14,6,7,7,21,21,14,9,42,15,35,33,5,17,17,43,13,37,21,9,15,4,9,10,42,34,17,8,29,32,22,80,23,26,19,17,57,19,57,17,15,17,33,50
Hôtel du Col de la Forclaz,12,12,15,12,12,11,11,13,10,6,10,12,7,9,7,10,0,14,8,9,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
Auberge Mont-Blanc,27,24,32,32,30,27,30,25,10,15,28,24,8,8,18,3,0,4,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,4,0,0,1,0,1,2,0,0,0,6,0,0,0,0,5,0,6,2
La Grande Ourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,4,2
Refuge Le Peuty,17,19,23,0,0,18,19,15,16,15,17,3,4,0,0,2,1,0,3,0,1,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
